t,phi_true,phi_mean,phi_freqonly,phi_dsfb,err_mean,err_freqonly,err_dsfb,w2,s2
2.490000,1.096257,1.221196,1.220539,1.225362,0.124938,0.124282,0.129104,0.506533,0.121418
2.500000,1.099910,1.244037,1.233239,1.237556,0.144127,0.133330,0.137647,0.504721,0.120114
2.510000,1.103561,1.131546,1.183355,1.188427,0.027985,0.079794,0.084866,0.514997,0.115002
2.520000,1.107210,1.293932,1.239554,1.243944,0.186722,0.132344,0.136733,0.502897,0.120144
2.530000,1.110859,1.225926,1.233705,1.237727,0.115067,0.122846,0.126868,0.505423,0.115905
2.540000,1.114508,1.267008,1.251313,1.255112,0.152500,0.136805,0.140604,0.502362,0.117271
2.550000,1.118159,1.240999,1.247129,1.251268,0.122840,0.128970,0.133109,0.504378,0.118853
2.560000,1.121811,1.198214,1.223638,1.228826,0.076403,0.101827,0.107015,0.510650,0.117601
2.570000,1.125464,1.236958,1.231239,1.236720,0.111494,0.105775,0.111255,0.509707,0.119029
2.580000,1.129120,1.288243,1.260688,1.265321,0.159123,0.131568,0.136201,0.504024,0.120328
2.590000,1.132777,1.258283,1.260460,1.264773,0.125506,0.127683,0.131996,0.505200,0.118557
2.600000,1.136433,1.259425,1.260915,1.265232,0.122992,0.124482,0.128799,0.506118,0.117600
2.610000,1.140089,1.244540,1.253698,1.258314,0.104451,0.113610,0.118226,0.508736,0.115999
2.620000,1.143744,1.247788,1.251705,1.257235,0.104045,0.107961,0.113491,0.509928,0.118184
2.630000,1.147397,1.317770,1.285695,1.290233,0.170373,0.138298,0.142836,0.503204,0.119605
2.640000,1.151050,1.264549,1.276112,1.280851,0.113499,0.125062,0.129801,0.506459,0.119781
2.650000,1.154701,1.256113,1.267090,1.271732,0.101412,0.112389,0.117031,0.509549,0.116482
2.660000,1.158350,1.285612,1.277318,1.281926,0.127262,0.118968,0.123575,0.508088,0.116146
2.670000,1.161998,1.360910,1.320090,1.323787,0.198913,0.158092,0.161789,0.499249,0.119069
2.680000,1.165643,1.293580,1.307852,1.311473,0.127937,0.142208,0.145830,0.503325,0.115993
2.690000,1.169286,1.328978,1.319417,1.322897,0.159692,0.150131,0.153612,0.501711,0.116906
2.700000,1.172926,1.314134,1.317787,1.321450,0.141208,0.144861,0.148524,0.503179,0.117663
2.710000,1.176560,1.308404,1.314103,1.317931,0.131844,0.137543,0.141370,0.505087,0.116192
2.720000,1.180188,1.269412,1.292760,1.297019,0.089224,0.112572,0.116832,0.511043,0.111754
2.730000,1.183809,1.330947,1.312833,1.317287,0.147139,0.129024,0.133478,0.507124,0.113754
2.740000,1.187423,1.270439,1.292633,1.298050,0.083016,0.105210,0.110627,0.512673,0.112353
2.750000,1.191031,1.344025,1.319304,1.324139,0.152994,0.128273,0.133108,0.507362,0.113414
2.760000,1.194631,1.358102,1.339703,1.344097,0.163471,0.145071,0.149466,0.503611,0.116605
2.770000,1.198223,1.393252,1.367495,1.370932,0.195029,0.169272,0.172709,0.498363,0.119078
2.780000,1.201806,1.314891,1.342237,1.346106,0.113085,0.140431,0.144300,0.505411,0.116687
2.790000,1.205378,1.337314,1.340792,1.344989,0.131936,0.135414,0.139611,0.506695,0.116373
2.800000,1.208940,1.332548,1.337683,1.342304,0.123608,0.128743,0.133364,0.508313,0.116259
2.810000,1.212491,1.377787,1.358743,1.363142,0.165295,0.146251,0.150651,0.504386,0.119521
2.820000,1.216034,1.375683,1.368240,1.372243,0.159649,0.152205,0.156209,0.503309,0.119665
2.830000,1.219569,1.356661,1.363485,1.367877,0.137092,0.143916,0.148308,0.505389,0.121651
2.840000,1.223093,1.428660,1.397100,1.400598,0.205566,0.174006,0.177505,0.498878,0.123528
2.850000,1.226608,1.303022,1.351120,1.356449,0.076414,0.124512,0.129841,0.510223,0.122815
2.860000,1.230111,1.443411,1.398276,1.402474,0.213300,0.168165,0.172363,0.500680,0.129596
2.870000,1.233601,1.380215,1.390302,1.394076,0.146614,0.156701,0.160475,0.503648,0.125402
2.880000,1.237078,1.326795,1.359594,1.364123,0.089717,0.122516,0.127044,0.511462,0.120908
2.890000,1.240543,1.466786,1.414203,1.417880,0.226244,0.173661,0.177337,0.500072,0.125457
2.900000,1.243992,1.393420,1.404877,1.408610,0.149427,0.160885,0.164617,0.503310,0.125175
2.910000,1.247428,1.486579,1.446783,1.449300,0.239151,0.199355,0.201872,0.495114,0.130206
2.920000,1.250849,1.397103,1.423037,1.425963,0.146253,0.172187,0.175113,0.501613,0.129309
2.930000,1.254259,1.388270,1.406722,1.410761,0.134012,0.152463,0.156502,0.506077,0.130463
2.940000,1.257655,1.351390,1.380105,1.385329,0.093735,0.122450,0.127674,0.512630,0.127908
2.950000,1.261039,1.440644,1.411396,1.416385,0.179605,0.150356,0.155346,0.506576,0.131563
2.960000,1.264412,1.440475,1.426985,1.431575,0.176063,0.162574,0.167164,0.504168,0.134470
2.970000,1.267774,1.344779,1.386946,1.392414,0.077005,0.119172,0.124641,0.513669,0.129717
2.980000,1.271123,1.472927,1.430958,1.435901,0.201804,0.159835,0.164778,0.504938,0.135411
2.990000,1.274462,1.375963,1.404524,1.410103,0.101502,0.130062,0.135641,0.511475,0.132942
3.000000,1.277791,1.896646,1.651620,1.632479,0.618855,0.373829,0.354688,0.464237,0.182963
3.010000,1.281111,1.932590,1.793385,1.749815,0.651479,0.512274,0.468703,0.443034,0.219582
3.020000,1.284423,1.959697,1.877960,1.815682,0.675275,0.593538,0.531260,0.433181,0.250110
3.030000,1.287725,1.941340,1.911151,1.838618,0.653615,0.623426,0.550893,0.431395,0.274723
3.040000,1.291019,1.941995,1.928104,1.847564,0.650975,0.637085,0.556544,0.431953,0.299350
3.050000,1.294306,1.889619,1.910406,1.832216,0.595313,0.616101,0.537910,0.436053,0.316851
3.060000,1.297583,2.007683,1.960569,1.880055,0.710100,0.662986,0.582472,0.431021,0.340449
3.070000,1.300852,1.977595,1.970653,1.887608,0.676743,0.669802,0.586756,0.431695,0.360272
3.080000,1.304114,1.924386,1.949098,1.866406,0.620272,0.644984,0.562292,0.436022,0.376977
3.090000,1.307368,1.951120,1.951662,1.868337,0.643752,0.644295,0.560969,0.437264,0.396547
3.100000,1.310615,1.961083,1.957926,1.879436,0.650469,0.647311,0.568822,0.437359,0.411478
3.110000,1.313856,1.952932,1.956985,1.880663,0.639077,0.643130,0.566808,0.438581,0.425509
3.120000,1.317090,1.972724,1.966407,1.895228,0.655633,0.649316,0.578138,0.438271,0.436323
3.130000,1.320319,1.971091,1.970307,1.898541,0.650773,0.649989,0.578222,0.439199,0.448810
3.140000,1.323540,2.044834,2.009130,1.932296,0.721294,0.685590,0.608756,0.436855,0.466828
3.150000,1.326756,1.977283,1.994801,1.911065,0.650527,0.668045,0.584309,0.440296,0.484457
3.160000,1.329966,1.992946,1.995451,1.915248,0.662979,0.665485,0.585282,0.441038,0.497612
3.170000,1.333171,1.988597,1.993599,1.916228,0.655425,0.660427,0.583057,0.442068,0.509361
3.180000,1.336371,2.012968,2.004853,1.927354,0.676597,0.668482,0.590983,0.442097,0.523044
3.190000,1.339566,2.077501,2.042755,1.963637,0.737935,0.703189,0.624071,0.439778,0.538669
3.200000,1.342754,1.997862,2.021921,1.941352,0.655108,0.679167,0.598599,0.442890,0.550155
3.210000,1.345936,1.989530,2.007314,1.929401,0.643594,0.661379,0.583465,0.444975,0.560093
3.220000,1.349110,1.997105,2.003780,1.929645,0.647994,0.654670,0.580535,0.445930,0.568870
3.230000,1.352279,1.989046,1.997978,1.928105,0.636767,0.645699,0.575826,0.447015,0.575245
3.240000,1.355441,2.013770,2.007429,1.937918,0.658329,0.651988,0.582477,0.447108,0.584347
3.250000,1.358597,2.059543,2.035047,1.961206,0.700946,0.676450,0.602609,0.446063,0.598315
3.260000,1.361747,2.006003,2.022111,1.949919,0.644256,0.660364,0.588172,0.447912,0.605402
3.270000,1.364891,2.003590,2.014421,1.944458,0.638699,0.649529,0.579567,0.449242,0.612112
3.280000,1.368030,2.012430,2.014984,1.947475,0.644400,0.646954,0.579445,0.449860,0.618295
3.290000,1.371165,1.995210,2.006654,1.944019,0.624045,0.635489,0.572854,0.450984,0.620208
3.300000,1.374296,2.008819,2.009282,1.947326,0.634523,0.634986,0.573030,0.451554,0.625059
3.310000,1.377422,2.027020,2.019696,1.958478,0.649598,0.642274,0.581056,0.451496,0.629961
3.320000,1.380542,2.055151,2.038975,1.978246,0.674609,0.658433,0.597704,0.450762,0.634859
3.330000,1.383656,2.048896,2.045504,1.985467,0.665240,0.661848,0.601811,0.451021,0.637918
3.340000,1.386763,2.089316,2.068982,2.004992,0.702553,0.682218,0.618229,0.450320,0.646364
3.350000,1.389863,2.070845,2.071505,2.006367,0.680981,0.681642,0.616503,0.451030,0.652150
3.360000,1.392957,2.065787,2.070237,2.001762,0.672830,0.677280,0.608805,0.452183,0.661057
3.370000,1.396046,2.055157,2.064284,2.003051,0.659111,0.668238,0.607005,0.452868,0.660323
3.380000,1.399130,2.096238,2.081839,2.017888,0.697109,0.682709,0.618758,0.452528,0.668084
3.390000,1.402209,2.064657,2.074840,2.014120,0.662448,0.672631,0.611911,0.453580,0.669010
3.400000,1.405284,2.040527,2.059266,1.999632,0.635243,0.653981,0.594348,0.455417,0.670797
3.410000,1.408355,2.069501,2.065946,2.009424,0.661146,0.657592,0.601069,0.455433,0.671800
3.420000,1.411420,2.050257,2.059669,2.003211,0.638837,0.648248,0.591790,0.456631,0.673886
3.430000,1.414481,2.092018,2.077401,2.020595,0.677537,0.662919,0.606114,0.456081,0.678273
3.440000,1.417537,2.048054,2.064299,2.008109,0.630517,0.646762,0.590572,0.457720,0.679751
3.450000,1.420589,2.072677,2.070044,2.015237,0.652088,0.649455,0.594648,0.457912,0.681889
3.460000,1.423635,2.051399,2.062280,2.009448,0.627765,0.638646,0.585814,0.459037,0.681843
3.470000,1.426674,2.134579,2.099977,2.046218,0.707904,0.673303,0.619544,0.457074,0.686992
3.480000,1.429708,2.069278,2.086209,2.033932,0.639570,0.656501,0.604224,0.458672,0.685705
3.490000,1.432735,2.131530,2.110435,2.057790,0.698795,0.677700,0.625056,0.457651,0.688743
3.500000,1.435756,2.133984,2.123796,2.070175,0.698228,0.688040,0.634419,0.457466,0.691344
3.510000,1.438774,2.171779,2.149384,2.092913,0.733005,0.710610,0.654140,0.456543,0.697086
3.520000,1.441787,2.091387,2.122004,2.065903,0.649601,0.680218,0.624116,0.459179,0.697472
3.530000,1.444796,2.134372,2.129777,2.075559,0.689577,0.684981,0.630763,0.459178,0.699258
3.540000,1.447800,2.080089,2.106526,2.053729,0.632289,0.658726,0.605929,0.461405,0.699070
3.550000,1.450800,2.138340,2.123999,2.072324,0.687540,0.673199,0.621524,0.460756,0.701798
3.560000,1.453796,2.176977,2.152069,2.098489,0.723181,0.698273,0.644693,0.459583,0.707459
3.570000,1.456787,2.091068,2.123174,2.071630,0.634281,0.666387,0.614843,0.462135,0.705694
3.580000,1.459773,2.150862,2.138591,2.087035,0.691089,0.678818,0.627262,0.461710,0.709318
3.590000,1.462755,2.147941,2.144852,2.094029,0.685186,0.682097,0.631274,0.461876,0.711024
3.600000,1.465731,2.131233,2.139631,2.090275,0.665502,0.673900,0.624544,0.462786,0.710820
3.610000,1.468701,2.163293,2.153043,2.104654,0.694592,0.684341,0.635953,0.462431,0.711787
3.620000,1.471665,2.141196,2.148710,2.101149,0.669531,0.677045,0.629484,0.463317,0.711211
3.630000,1.474621,2.163721,2.157799,2.110923,0.689100,0.683178,0.636302,0.463278,0.711559
3.640000,1.477568,2.169566,2.165272,2.117694,0.691998,0.687704,0.640126,0.463447,0.713272
3.650000,1.480508,2.081704,2.125081,2.079562,0.601196,0.644573,0.599054,0.466711,0.709941
3.660000,1.483439,2.127538,2.127859,2.082492,0.644098,0.644420,0.599053,0.467114,0.712734
3.670000,1.486363,2.190276,2.160617,2.117335,0.703913,0.674254,0.630972,0.465325,0.713614
3.680000,1.489280,2.159733,2.161754,2.116923,0.670453,0.672474,0.627643,0.465970,0.715579
3.690000,1.492191,2.218468,2.191689,2.147483,0.726277,0.699498,0.655292,0.464488,0.716933
3.700000,1.495094,2.182721,2.188809,2.144776,0.687627,0.693714,0.649682,0.465297,0.715855
3.710000,1.497990,2.215345,2.203675,2.157990,0.717355,0.705685,0.659999,0.465009,0.718806
3.720000,1.500878,2.183787,2.195341,2.151464,0.682909,0.694462,0.650586,0.466072,0.716595
3.730000,1.503758,2.180872,2.189704,2.148496,0.677113,0.685946,0.644738,0.466885,0.712814
3.740000,1.506631,2.158773,2.175828,2.133587,0.652141,0.669196,0.626956,0.468512,0.713621
3.750000,1.509497,2.199440,2.189206,2.144868,0.689943,0.679709,0.635371,0.468331,0.719451
3.760000,1.512355,2.174678,2.183525,2.141271,0.662322,0.671169,0.628916,0.469161,0.719137
3.770000,1.515208,2.287270,2.236971,2.193852,0.772063,0.721764,0.678645,0.466178,0.724431
3.780000,1.518054,2.189094,2.214656,2.170628,0.671040,0.696603,0.652575,0.468355,0.725021
3.790000,1.520894,2.274124,2.245988,2.201719,0.753230,0.725095,0.680826,0.466845,0.728970
3.800000,1.523729,2.245772,2.247507,2.206717,0.722043,0.723778,0.682988,0.467105,0.724551
3.810000,1.526559,2.195758,2.223257,2.182699,0.669199,0.696698,0.656140,0.469325,0.722242
3.820000,1.529382,2.245364,2.235908,2.194019,0.715982,0.706526,0.664637,0.469139,0.725864
3.830000,1.532199,2.288319,2.263720,2.223621,0.756120,0.731521,0.691422,0.467727,0.725464
3.840000,1.535009,2.194542,2.230763,2.190475,0.659533,0.695754,0.655466,0.470554,0.723770
3.850000,1.537812,2.177656,2.205805,2.167119,0.639845,0.667993,0.629307,0.472690,0.722708
3.860000,1.540607,2.179562,2.194250,2.158947,0.638955,0.653643,0.618340,0.473784,0.719545
3.870000,1.543395,2.211566,2.204461,2.171624,0.668171,0.661065,0.628228,0.473471,0.716706
3.880000,1.546175,2.210104,2.208842,2.175274,0.663929,0.662667,0.629099,0.473768,0.717395
3.890000,1.548945,2.292907,2.252435,2.218936,0.743961,0.703490,0.669991,0.471370,0.718323
3.900000,1.551709,2.260645,2.258141,2.223158,0.708937,0.706433,0.671449,0.471648,0.718386
3.910000,1.554465,2.243383,2.252366,2.218536,0.688917,0.697900,0.664071,0.472521,0.715002
3.920000,1.557218,2.214957,2.235256,2.200720,0.657740,0.678038,0.643503,0.474282,0.715267
3.930000,1.559965,2.244399,2.241402,2.206847,0.684433,0.681436,0.646882,0.474408,0.717404
3.940000,1.562708,2.229771,2.237164,2.203935,0.667063,0.674456,0.641227,0.475140,0.716767
3.950000,1.565444,2.282703,2.261503,2.228456,0.717259,0.696059,0.663012,0.474022,0.718401
3.960000,1.568175,2.221856,2.243271,2.212225,0.653681,0.675096,0.644050,0.475653,0.714020
3.970000,1.570902,2.281226,2.263818,2.233156,0.710324,0.692916,0.662254,0.474771,0.713739
3.980000,1.573626,2.226033,2.246513,2.215019,0.652406,0.672886,0.641393,0.476531,0.714258
3.990000,1.576347,2.309835,2.279740,2.247845,0.733488,0.703394,0.671498,0.474844,0.717349
4.000000,1.579061,1.778126,2.030530,2.012815,0.199065,0.451469,0.433754,0.480643,0.697778
4.010000,1.581773,1.724810,1.879014,1.868870,0.143037,0.297241,0.287097,0.487737,0.667668
4.020000,1.584481,1.751136,1.816265,1.810887,0.166655,0.231784,0.226406,0.492192,0.637415
4.030000,1.587185,1.788818,1.803667,1.800300,0.201633,0.216482,0.213115,0.493336,0.617860
4.040000,1.589885,1.821600,1.813743,1.811879,0.231715,0.223858,0.221994,0.492863,0.597067
4.050000,1.592583,1.792175,1.804077,1.802927,0.199592,0.211494,0.210344,0.493941,0.577204
4.060000,1.595280,1.803242,1.804766,1.804140,0.207963,0.209487,0.208861,0.494244,0.558457
4.070000,1.597973,1.813569,1.810272,1.809505,0.215596,0.212299,0.211532,0.494219,0.544530
4.080000,1.600666,1.801097,1.806792,1.806698,0.200431,0.206127,0.206033,0.494863,0.524868
4.090000,1.603356,1.827789,1.818393,1.818146,0.224433,0.215037,0.214790,0.494318,0.511165
4.100000,1.606045,1.834969,1.827793,1.827635,0.228924,0.221748,0.221590,0.493934,0.495804
4.110000,1.608732,1.776347,1.803188,1.803438,0.167614,0.194456,0.194706,0.496530,0.479715
4.120000,1.611418,1.827543,1.816457,1.816925,0.216125,0.205039,0.205507,0.495741,0.465883
4.130000,1.614102,1.857599,1.838131,1.838073,0.243497,0.224029,0.223971,0.494229,0.456643
4.140000,1.616782,1.852112,1.846244,1.846077,0.235330,0.229462,0.229294,0.493950,0.444675
4.150000,1.619459,1.888326,1.868413,1.867696,0.268867,0.248955,0.248238,0.492349,0.435759
4.160000,1.622131,1.839475,1.855093,1.854852,0.217344,0.232961,0.232721,0.494140,0.420822
4.170000,1.624798,1.772298,1.814828,1.815501,0.147500,0.190030,0.190703,0.498636,0.407054
4.180000,1.627461,1.826227,1.821618,1.822620,0.198767,0.194157,0.195160,0.498369,0.400595
4.190000,1.630118,1.826488,1.825148,1.826470,0.196370,0.195029,0.196351,0.498444,0.389739
4.200000,1.632773,1.837928,1.832634,1.834073,0.205155,0.199861,0.201299,0.498119,0.379298
4.210000,1.635425,1.861649,1.848243,1.849520,0.226224,0.212818,0.214095,0.496936,0.370374
4.220000,1.638073,1.841102,1.845787,1.847050,0.203029,0.207714,0.208977,0.497738,0.361726
4.230000,1.640717,1.858173,1.853090,1.854454,0.217456,0.212373,0.213737,0.497425,0.351061
4.240000,1.643356,1.881039,1.868180,1.869149,0.237682,0.224823,0.225792,0.496264,0.345419
4.250000,1.645992,1.840431,1.855433,1.856763,0.194440,0.209442,0.210772,0.498287,0.333676
4.260000,1.648623,1.813238,1.835449,1.837499,0.164615,0.186826,0.188876,0.501156,0.327386
4.270000,1.651250,1.886829,1.862230,1.864030,0.235579,0.210980,0.212780,0.498450,0.323345
4.280000,1.653873,1.870785,1.867622,1.869248,0.216911,0.213749,0.215374,0.498369,0.318328
4.290000,1.656494,1.930032,1.899946,1.900490,0.273539,0.243452,0.243996,0.495043,0.318858
4.300000,1.659113,1.903170,1.902707,1.903223,0.244058,0.243594,0.244110,0.495321,0.311752
4.310000,1.661730,1.850163,1.877584,1.878745,0.188433,0.215854,0.217015,0.499066,0.302556
4.320000,1.664345,1.815040,1.847434,1.849799,0.150695,0.183088,0.185453,0.503388,0.294498
4.330000,1.666957,1.908786,1.879199,1.881401,0.241829,0.212242,0.214444,0.499777,0.294629
4.340000,1.669564,1.915040,1.898239,1.899948,0.245476,0.228674,0.230383,0.497914,0.292451
4.350000,1.672169,1.894608,1.897559,1.899175,0.222440,0.225391,0.227006,0.498630,0.288533
4.360000,1.674770,1.942448,1.921136,1.922283,0.267677,0.246366,0.247512,0.496141,0.285459
4.370000,1.677369,1.914318,1.918881,1.919865,0.236949,0.241512,0.242496,0.497123,0.281895
4.380000,1.679963,1.862650,1.891915,1.893819,0.182686,0.211951,0.213856,0.501327,0.278015
4.390000,1.682554,1.953795,1.923975,1.925353,0.271242,0.241422,0.242799,0.497587,0.280010
4.400000,1.685140,1.948346,1.937311,1.938297,0.263206,0.252171,0.253157,0.496449,0.277609
4.410000,1.687722,2.011313,1.975473,1.975896,0.323592,0.287752,0.288175,0.491906,0.274091
4.420000,1.690300,1.878310,1.928089,1.929178,0.188010,0.237789,0.238878,0.499238,0.266501
4.430000,1.692878,1.886877,1.908630,1.910812,0.193999,0.215752,0.217934,0.502476,0.262750
4.440000,1.695455,1.894839,1.902860,1.906134,0.199383,0.207404,0.210679,0.503724,0.263868
4.450000,1.698033,1.928892,1.916993,1.920071,0.230859,0.218961,0.222038,0.502311,0.260154
4.460000,1.700609,1.906464,1.912858,1.916433,0.205854,0.212248,0.215824,0.503422,0.260778
4.470000,1.703186,1.912562,1.913833,1.917468,0.209376,0.210647,0.214283,0.503843,0.257837
4.480000,1.705761,1.883685,1.899880,1.904665,0.177924,0.194120,0.198904,0.506251,0.258465
4.490000,1.708334,1.947793,1.924942,1.929233,0.239459,0.216608,0.220899,0.503263,0.260692
4.500000,1.710908,2.004615,1.965907,1.968628,0.293708,0.254999,0.257720,0.498205,0.263982
4.510000,1.713480,2.007523,1.987882,1.989503,0.294043,0.274402,0.276023,0.495873,0.261829
4.520000,1.716051,1.937872,1.964064,1.965896,0.221821,0.248013,0.249845,0.499984,0.259151
4.530000,1.718619,1.962962,1.964673,1.966750,0.244343,0.246054,0.248131,0.500493,0.259633
4.540000,1.721184,1.958660,1.962826,1.965181,0.237476,0.241642,0.243996,0.501340,0.257023
4.550000,1.723745,1.981335,1.973235,1.975537,0.257590,0.249490,0.251792,0.500450,0.256329
4.560000,1.726302,1.956546,1.966053,1.968709,0.230244,0.239751,0.242407,0.502071,0.254119
4.570000,1.728856,2.010433,1.989396,1.991554,0.281576,0.260540,0.262697,0.499341,0.257380
4.580000,1.731411,1.928032,1.959888,1.962958,0.196621,0.228477,0.231548,0.504142,0.252931
4.590000,1.733966,1.977866,1.970020,1.973150,0.243900,0.236054,0.239184,0.503224,0.249879
4.600000,1.736522,1.900069,1.936195,1.940775,0.163547,0.199673,0.204253,0.508580,0.245205
4.610000,1.739079,1.978471,1.958447,1.962984,0.239393,0.219368,0.223905,0.505801,0.245297
4.620000,1.741637,1.960384,1.960549,1.964832,0.218747,0.218912,0.223195,0.506076,0.240988
4.630000,1.744198,1.969640,1.966229,1.970692,0.225443,0.222031,0.226494,0.505746,0.240441
4.640000,1.746762,2.019581,1.994042,1.997802,0.272820,0.247281,0.251040,0.502223,0.242511
4.650000,1.749327,1.991172,1.993770,1.997263,0.241844,0.244442,0.247936,0.502921,0.240381
4.660000,1.751894,2.004025,2.000058,2.003568,0.252131,0.248164,0.251674,0.502575,0.243412
4.670000,1.754461,1.932155,1.967270,1.971599,0.177694,0.212809,0.217138,0.507986,0.237352
4.680000,1.757029,1.982008,1.975768,1.980741,0.224979,0.218740,0.223712,0.507124,0.238545
4.690000,1.759597,1.918945,1.948492,1.954542,0.159348,0.188895,0.194945,0.511612,0.234399
4.700000,1.762167,1.961746,1.956225,1.962521,0.199578,0.194057,0.200354,0.510862,0.233341
4.710000,1.764740,2.029733,1.994090,1.999671,0.264993,0.229350,0.234931,0.505684,0.237549
4.720000,1.767315,1.974415,1.985399,1.991441,0.207100,0.218085,0.224126,0.507494,0.239330
4.730000,1.769893,2.047074,2.017373,2.022329,0.277181,0.247479,0.252435,0.503370,0.244090
4.740000,1.772476,2.043733,2.031719,2.035666,0.271257,0.259243,0.263190,0.501965,0.245250
4.750000,1.775062,1.963660,1.998867,2.003899,0.188598,0.223805,0.228837,0.507331,0.243382
4.760000,1.777651,2.025193,2.013173,2.018137,0.247542,0.235522,0.240485,0.505733,0.244929
4.770000,1.780243,2.045164,2.030323,2.034763,0.264921,0.250080,0.254520,0.503809,0.246779
4.780000,1.782839,1.962204,1.997433,2.002831,0.179365,0.214594,0.219993,0.509125,0.242712
4.790000,1.785436,1.978907,1.989304,1.994788,0.193471,0.203868,0.209352,0.510808,0.237583
4.800000,1.788036,2.060595,2.026074,2.030959,0.272559,0.238038,0.242923,0.505839,0.238886
4.810000,1.790637,2.051672,2.040031,2.044490,0.261035,0.249394,0.253853,0.504346,0.239892
4.820000,1.793241,2.031759,2.037065,2.041580,0.238519,0.243825,0.248339,0.505364,0.239417
4.830000,1.795845,2.037124,2.038259,2.043083,0.241279,0.242414,0.247238,0.505696,0.241144
4.840000,1.798450,2.038719,2.039652,2.044743,0.240268,0.241202,0.246292,0.505998,0.243030
4.850000,1.801057,2.027221,2.034599,2.039927,0.226163,0.233542,0.238869,0.507259,0.242397
4.860000,1.803666,2.114705,2.075807,2.079923,0.311039,0.272141,0.276257,0.501811,0.247663
4.870000,1.806276,2.086917,2.082556,2.085932,0.280640,0.276280,0.279656,0.501527,0.247572
4.880000,1.808886,1.969226,2.027089,2.032171,0.160340,0.218204,0.223285,0.510137,0.241227
4.890000,1.811495,2.096599,2.062985,2.067670,0.285104,0.251489,0.256175,0.505322,0.243466
4.900000,1.814106,2.083134,2.074233,2.078490,0.269028,0.260128,0.264384,0.504258,0.243281
4.910000,1.816718,2.043683,2.060141,2.064829,0.226964,0.243423,0.248111,0.506875,0.240958
4.920000,1.819333,2.041188,2.051831,2.057391,0.221854,0.232497,0.238057,0.508518,0.240899
4.930000,1.821952,2.113781,2.083962,2.088738,0.291829,0.262010,0.266786,0.504329,0.243729
4.940000,1.824575,2.060584,2.073459,2.078438,0.236009,0.248884,0.253863,0.506438,0.242808
4.950000,1.827202,2.051050,2.063427,2.068890,0.223847,0.236225,0.241687,0.508395,0.241259
4.960000,1.829834,2.093670,2.079709,2.084727,0.263836,0.249875,0.254893,0.506528,0.240635
4.970000,1.832469,2.112021,2.097039,2.101491,0.279552,0.264571,0.269023,0.504543,0.240962
4.980000,1.835108,2.013489,2.056453,2.063024,0.178380,0.221345,0.227916,0.510906,0.239993
