t,phi_true,phi_mean,phi_freqonly,phi_dsfb,err_mean,err_freqonly,err_dsfb,w2,s2
7.490000,2.441505,2.808807,2.825965,2.835421,0.367302,0.384460,0.393916,0.511611,0.360978
7.500000,2.442367,2.806046,2.817286,2.826495,0.363680,0.374919,0.384128,0.512852,0.356922
7.510000,2.443215,2.831032,2.825428,2.835291,0.387817,0.382213,0.392076,0.512117,0.358928
7.520000,2.444051,2.810688,2.819332,2.829196,0.366637,0.375282,0.385145,0.513041,0.356728
7.530000,2.444874,2.894094,2.857979,2.866833,0.449220,0.413105,0.421959,0.509102,0.360997
7.540000,2.445684,2.830717,2.845650,2.854559,0.385033,0.399966,0.408875,0.510751,0.359695
7.550000,2.446480,2.811007,2.829615,2.838908,0.364527,0.383136,0.392428,0.512752,0.356549
7.560000,2.447261,2.830247,2.831199,2.840659,0.382986,0.383939,0.393399,0.512798,0.355154
7.570000,2.448025,2.806818,2.820276,2.830960,0.358793,0.372251,0.382935,0.514119,0.355019
7.580000,2.448774,2.884392,2.853588,2.863114,0.435618,0.404814,0.414340,0.510767,0.357106
7.590000,2.449507,2.877231,2.866694,2.875492,0.427725,0.417188,0.425985,0.509654,0.358358
7.600000,2.450224,2.802674,2.835980,2.845891,0.352450,0.385756,0.395667,0.513231,0.355773
7.610000,2.450925,2.809153,2.823828,2.834964,0.358228,0.372903,0.384039,0.514678,0.355512
7.620000,2.451612,2.862776,2.844550,2.855297,0.411164,0.392937,0.403685,0.512635,0.357693
7.630000,2.452281,2.821471,2.834276,2.844839,0.369190,0.381995,0.392557,0.514034,0.354854
7.640000,2.452934,2.859681,2.848231,2.858320,0.406747,0.395297,0.405386,0.512755,0.354800
7.650000,2.453571,2.863423,2.857091,2.868070,0.409852,0.403520,0.414499,0.511905,0.360220
7.660000,2.454195,2.837680,2.848656,2.859747,0.383485,0.394461,0.405552,0.513070,0.360269
7.670000,2.454807,2.817690,2.834433,2.846062,0.362883,0.379626,0.391255,0.514807,0.359048
7.680000,2.455405,2.920511,2.878715,2.889163,0.465106,0.423310,0.433758,0.510271,0.365084
7.690000,2.455989,2.854085,2.867684,2.878109,0.398096,0.411695,0.422120,0.511747,0.365191
7.700000,2.456559,2.811451,2.840839,2.851789,0.354891,0.384279,0.395230,0.514867,0.361274
7.710000,2.457116,2.851737,2.847529,2.858239,0.394620,0.390413,0.401123,0.514365,0.359759
7.720000,2.457659,2.806265,2.828143,2.839742,0.348606,0.370484,0.382083,0.516609,0.356510
7.730000,2.458187,2.807219,2.818905,2.830934,0.349032,0.360718,0.372747,0.517761,0.353222
7.740000,2.458699,2.824912,2.823121,2.836633,0.366213,0.364422,0.377935,0.517297,0.355536
7.750000,2.459194,2.867240,2.846394,2.858670,0.408046,0.387200,0.399476,0.515037,0.356056
7.760000,2.459675,2.817790,2.833327,2.846956,0.358115,0.373652,0.387281,0.516535,0.357411
7.770000,2.460140,2.765262,2.800514,2.816048,0.305122,0.340374,0.355908,0.520115,0.355911
7.780000,2.460588,2.871061,2.836972,2.852092,0.410473,0.376383,0.391504,0.516298,0.361962
7.790000,2.461021,2.877225,2.858317,2.871990,0.416204,0.397296,0.410969,0.514309,0.364840
7.800000,2.461438,2.787950,2.824370,2.839452,0.326512,0.362933,0.378014,0.518053,0.363902
7.810000,2.461838,2.794289,2.810531,2.826345,0.332451,0.348693,0.364507,0.519627,0.363294
7.820000,2.462221,2.817286,2.815093,2.831468,0.355065,0.352872,0.369247,0.519208,0.365469
7.830000,2.462586,2.910884,2.864175,2.878670,0.448298,0.401589,0.416084,0.514269,0.371645
7.840000,2.462935,2.895393,2.881017,2.893553,0.432458,0.418083,0.430618,0.512874,0.372662
7.850000,2.463265,2.835782,2.859648,2.873299,0.372517,0.396382,0.410033,0.515265,0.373812
7.860000,2.463579,2.823261,2.842678,2.856106,0.359682,0.379099,0.392528,0.517282,0.370371
7.870000,2.463875,2.834712,2.839899,2.852552,0.370837,0.376024,0.388677,0.517822,0.366136
7.880000,2.464158,2.869088,2.855693,2.868788,0.404931,0.391536,0.404630,0.516227,0.368097
7.890000,2.464425,2.829287,2.843703,2.856040,0.364862,0.379277,0.391615,0.517773,0.362705
7.900000,2.464681,2.874218,2.860159,2.873342,0.409538,0.395478,0.408661,0.516050,0.365913
7.910000,2.464922,2.871497,2.867040,2.880920,0.406575,0.402118,0.415998,0.515406,0.369712
7.920000,2.465149,2.818745,2.844109,2.857940,0.353596,0.378960,0.392791,0.518057,0.365926
7.930000,2.465362,2.871088,2.858790,2.872466,0.405726,0.393428,0.407104,0.516641,0.367238
7.940000,2.465561,2.917670,2.889434,2.901153,0.452109,0.423873,0.435592,0.513717,0.367318
7.950000,2.465746,2.871088,2.881493,2.893255,0.405341,0.415746,0.427509,0.514776,0.365926
7.960000,2.465919,2.879147,2.881542,2.893078,0.413229,0.415623,0.427159,0.514985,0.364318
7.970000,2.466078,2.830926,2.857453,2.870046,0.364848,0.391375,0.403967,0.517678,0.361029
7.980000,2.466225,2.864278,2.862058,2.876239,0.398053,0.395833,0.410015,0.517155,0.364373
7.990000,2.466359,2.838960,2.851704,2.866386,0.372601,0.385345,0.400027,0.518380,0.363718
8.000000,2.466481,2.880100,2.867084,2.881645,0.413619,0.400603,0.415164,0.516871,0.366302
8.010000,2.466591,2.827375,2.848425,2.864388,0.360785,0.381834,0.397797,0.518892,0.367066
8.020000,2.466688,2.844296,2.847534,2.863997,0.377608,0.380847,0.397309,0.519067,0.368773
8.030000,2.466773,2.922914,2.886395,2.902045,0.456141,0.419622,0.435272,0.515131,0.376361
8.040000,2.466845,2.869047,2.878929,2.892737,0.402202,0.412083,0.425891,0.516295,0.372910
8.050000,2.466906,2.908614,2.894969,2.908244,0.441708,0.428062,0.441338,0.514806,0.375129
8.060000,2.466957,2.900199,2.898795,2.911908,0.433242,0.431838,0.444951,0.514597,0.376692
8.070000,2.466998,2.882959,2.892090,2.905541,0.415961,0.425091,0.438543,0.515455,0.377335
8.080000,2.467029,2.923763,2.909130,2.921662,0.456734,0.442100,0.454632,0.513921,0.378722
8.090000,2.467051,2.866057,2.888811,2.901674,0.399006,0.421760,0.434623,0.516225,0.376022
8.100000,2.467064,2.861360,2.876281,2.889072,0.394296,0.409217,0.422008,0.517719,0.371943
8.110000,2.467070,2.863291,2.870966,2.884789,0.396221,0.403897,0.417719,0.518316,0.371161
8.120000,2.467068,2.845505,2.859408,2.876412,0.378436,0.392340,0.409343,0.519342,0.375615
8.130000,2.467061,2.823707,2.842716,2.859274,0.356646,0.375656,0.392214,0.521265,0.372113
8.140000,2.467047,2.932236,2.888616,2.903562,0.465190,0.421569,0.436516,0.516682,0.375876
8.150000,2.467026,2.858877,2.874930,2.890184,0.391851,0.407904,0.423158,0.518248,0.375006
8.160000,2.466997,2.920015,2.898640,2.913211,0.453017,0.431642,0.446213,0.515947,0.378217
8.170000,2.466962,2.755696,2.828356,2.844938,0.288734,0.361394,0.377975,0.523304,0.370438
8.180000,2.466920,2.887756,2.859172,2.876057,0.420836,0.392252,0.409137,0.520087,0.374395
8.190000,2.466871,2.858457,2.859959,2.878014,0.391586,0.393088,0.411143,0.519987,0.377782
8.200000,2.466816,2.819056,2.840651,2.858833,0.352241,0.373835,0.392018,0.522100,0.375686
8.210000,2.466754,2.907067,2.874980,2.892188,0.440313,0.408227,0.425435,0.518688,0.379914
8.220000,2.466686,2.895317,2.886302,2.902018,0.428631,0.419617,0.435332,0.517782,0.379910
8.230000,2.466611,2.892567,2.890597,2.906008,0.425955,0.423986,0.439396,0.517497,0.380855
8.240000,2.466530,2.873057,2.882992,2.899410,0.406528,0.416462,0.432880,0.518321,0.382825
8.250000,2.466439,2.963421,2.924361,2.938097,0.496982,0.457922,0.471657,0.514424,0.384665
8.260000,2.466341,2.966240,2.946494,2.959318,0.499899,0.480154,0.492977,0.512381,0.389325
8.270000,2.466235,2.896007,2.922464,2.935125,0.429772,0.456229,0.468890,0.515087,0.386096
8.280000,2.466121,2.869432,2.897135,2.911401,0.403311,0.431014,0.445280,0.517714,0.384777
8.290000,2.466000,2.845012,2.872233,2.889006,0.379012,0.406233,0.423006,0.520164,0.385117
8.300000,2.465873,2.887674,2.881086,2.898117,0.421802,0.415213,0.432244,0.519322,0.387119
8.310000,2.465739,2.895302,2.889333,2.906428,0.429564,0.423594,0.440690,0.518574,0.389641
8.320000,2.465598,2.871887,2.881755,2.898904,0.406289,0.416156,0.433306,0.519459,0.389501
8.330000,2.465452,2.886967,2.885495,2.902202,0.421515,0.420043,0.436750,0.519225,0.389540
8.340000,2.465301,2.893442,2.890605,2.907260,0.428141,0.425304,0.441958,0.518813,0.390635
8.350000,2.465145,2.935085,2.913984,2.929643,0.469941,0.448840,0.464498,0.516636,0.393362
8.360000,2.464982,2.800178,2.858241,2.876036,0.335196,0.393260,0.411054,0.522244,0.388714
8.370000,2.464813,2.904880,2.882663,2.899226,0.440067,0.417850,0.434413,0.519948,0.388947
8.380000,2.464639,2.854621,2.869766,2.887031,0.389981,0.405127,0.422392,0.521290,0.387436
8.390000,2.464461,2.884200,2.878092,2.895318,0.419740,0.413632,0.430857,0.520520,0.387904
8.400000,2.464278,2.883314,2.881819,2.899015,0.419037,0.417541,0.434737,0.520227,0.388161
8.410000,2.464090,2.831121,2.857587,2.876283,0.367031,0.393496,0.412193,0.522644,0.386782
8.420000,2.463899,2.879553,2.869660,2.888453,0.415654,0.405761,0.424554,0.521460,0.388699
8.430000,2.463704,2.830092,2.850976,2.870430,0.366388,0.387273,0.406726,0.523371,0.387015
8.440000,2.463503,2.913571,2.883353,2.901950,0.450069,0.419850,0.438448,0.520206,0.390819
8.450000,2.463295,2.860316,2.872944,2.891620,0.397022,0.409650,0.428326,0.521345,0.390256
8.460000,2.463080,2.868384,2.871761,2.890440,0.405304,0.408681,0.427359,0.521537,0.390372
8.470000,2.462861,2.947189,2.910568,2.928132,0.484328,0.447708,0.465272,0.517774,0.395778
8.480000,2.462635,2.958604,2.935716,2.951703,0.495969,0.473081,0.489068,0.515499,0.399577
8.490000,2.462404,2.911442,2.924732,2.939841,0.449038,0.462329,0.477437,0.516838,0.397626
8.500000,2.462166,2.901686,2.914349,2.930315,0.439520,0.452183,0.468149,0.517926,0.398278
8.510000,2.461923,2.863673,2.890138,2.906360,0.401750,0.428215,0.444438,0.520450,0.394264
8.520000,2.461674,2.874102,2.883221,2.900369,0.412427,0.421546,0.438694,0.521135,0.393435
8.530000,2.461422,2.966660,2.926032,2.942076,0.505238,0.464610,0.480654,0.516988,0.398005
8.540000,2.461164,2.895999,2.912148,2.928482,0.434836,0.450984,0.467319,0.518481,0.397307
8.550000,2.460900,2.907513,2.910947,2.927302,0.446614,0.450047,0.466403,0.518701,0.397319
8.560000,2.460631,2.891789,2.902480,2.919612,0.431158,0.441849,0.458980,0.519575,0.397621
8.570000,2.460359,2.886824,2.895754,2.913164,0.426466,0.435395,0.452805,0.520310,0.396979
8.580000,2.460082,2.907983,2.902962,2.919612,0.447901,0.442880,0.459530,0.519738,0.396086
8.590000,2.459800,2.892991,2.899074,2.917228,0.433191,0.439274,0.457427,0.520062,0.398550
8.600000,2.459515,2.900622,2.900940,2.918529,0.441107,0.441425,0.459013,0.520010,0.398165
8.610000,2.459227,2.882484,2.892803,2.912516,0.423257,0.433577,0.453289,0.520693,0.401969
8.620000,2.458937,2.862836,2.878901,2.897897,0.403900,0.419964,0.438960,0.522217,0.399139
8.630000,2.458645,2.899112,2.890072,2.907842,0.440467,0.431427,0.449196,0.521275,0.397843
8.640000,2.458352,2.898285,2.895252,2.912774,0.439933,0.436901,0.454422,0.520842,0.397345
8.650000,2.458057,2.960197,2.928802,2.944967,0.502140,0.470745,0.486910,0.517677,0.399820
8.660000,2.457760,2.903361,2.917190,2.933854,0.445602,0.459431,0.476094,0.518898,0.399541
8.670000,2.457460,2.897133,2.908257,2.925635,0.439673,0.450796,0.468175,0.519811,0.399687
8.680000,2.457158,2.957405,2.933915,2.949618,0.500247,0.476757,0.492460,0.517486,0.400380
8.690000,2.456851,2.887001,2.911565,2.929235,0.430150,0.454714,0.472383,0.519639,0.401356
8.700000,2.456542,2.865274,2.889502,2.908148,0.408732,0.432960,0.451606,0.521822,0.399775
8.710000,2.456229,2.905266,2.898442,2.917740,0.449036,0.442213,0.461510,0.520916,0.402665
8.720000,2.455913,2.903325,2.901949,2.920155,0.447412,0.446036,0.464242,0.520737,0.401619
8.730000,2.455592,2.892515,2.898299,2.916708,0.436923,0.442706,0.461115,0.521143,0.401358
8.740000,2.455269,2.910856,2.905638,2.923196,0.455587,0.450369,0.467927,0.520554,0.400497
8.750000,2.454943,2.802572,2.855171,2.875386,0.347630,0.400229,0.420444,0.525390,0.396276
8.760000,2.454613,2.940616,2.898907,2.919378,0.486003,0.444294,0.464765,0.521011,0.403587
8.770000,2.454278,2.927822,2.914420,2.933577,0.473544,0.460141,0.479299,0.519660,0.405677
8.780000,2.453944,2.803936,2.860246,2.880021,0.349992,0.406303,0.426077,0.525033,0.398587
8.790000,2.453606,2.880573,2.871422,2.893704,0.426967,0.417816,0.440098,0.523682,0.404141
8.800000,2.453265,2.932833,2.903149,2.923569,0.479568,0.449884,0.470303,0.520764,0.407437
8.810000,2.452922,2.911091,2.908171,2.926874,0.458169,0.455249,0.473952,0.520495,0.406361
8.820000,2.452577,2.925202,2.917740,2.935803,0.472625,0.465163,0.483226,0.519673,0.407280
8.830000,2.452232,2.894142,2.907003,2.924657,0.441910,0.454771,0.472426,0.520841,0.404745
8.840000,2.451887,2.924041,2.916570,2.935069,0.472155,0.464684,0.483183,0.519865,0.408017
8.850000,2.451542,2.921700,2.920191,2.938395,0.470158,0.468649,0.486852,0.519602,0.408976
8.860000,2.451199,2.865529,2.893918,2.913290,0.414330,0.442719,0.462091,0.522139,0.407351
8.870000,2.450856,2.931314,2.913645,2.932205,0.480459,0.462790,0.481349,0.520319,0.408943
8.880000,2.450512,2.848780,2.882260,2.902788,0.398268,0.431747,0.452276,0.523266,0.407806
8.890000,2.450168,2.944677,2.914481,2.934572,0.494509,0.464314,0.484404,0.520178,0.413083
8.900000,2.449821,2.925092,2.920830,2.940377,0.475271,0.471010,0.490557,0.519669,0.415318
8.910000,2.449473,2.946527,2.934726,2.953753,0.497054,0.485253,0.504280,0.518432,0.419129
8.920000,2.449125,2.887757,2.912301,2.931834,0.438631,0.463176,0.482708,0.520628,0.418407
8.930000,2.448778,2.898068,2.906220,2.925904,0.449290,0.457442,0.477127,0.521249,0.418407
8.940000,2.448427,2.903330,2.905802,2.925159,0.454903,0.457375,0.476732,0.521363,0.417905
8.950000,2.448075,2.953012,2.930431,2.949783,0.504937,0.482356,0.501708,0.519031,0.423026
8.960000,2.447721,2.886774,2.909650,2.928903,0.439053,0.461929,0.481183,0.521099,0.420699
8.970000,2.447365,2.906753,2.909226,2.928351,0.459388,0.461860,0.480986,0.521194,0.420251
8.980000,2.447009,2.924355,2.917812,2.936405,0.477346,0.470803,0.489396,0.520461,0.420374
8.990000,2.446650,2.868480,2.894174,2.913832,0.421829,0.447524,0.467181,0.522678,0.418135
9.000000,2.446290,2.917292,2.906736,2.927336,0.471003,0.460446,0.481047,0.521403,0.421869
9.010000,2.445926,2.900254,2.904508,2.925485,0.454328,0.458582,0.479559,0.521616,0.423427
9.020000,2.445559,2.894158,2.900342,2.920806,0.448600,0.454783,0.475247,0.522094,0.422589
9.030000,2.445191,2.881393,2.891870,2.912865,0.436202,0.446679,0.467674,0.522878,0.422359
9.040000,2.444821,2.906714,2.900284,2.919967,0.461893,0.455463,0.475147,0.522218,0.420942
9.050000,2.444446,2.871940,2.887111,2.907585,0.427494,0.442664,0.463138,0.523426,0.419556
9.060000,2.444068,2.927512,2.908295,2.927145,0.483444,0.464226,0.483077,0.521565,0.418874
9.070000,2.443687,2.866272,2.888286,2.908965,0.422585,0.444599,0.465278,0.523343,0.418368
9.080000,2.443303,2.837906,2.864077,2.886729,0.394603,0.420773,0.443426,0.525484,0.417475
9.090000,2.442918,2.907487,2.886737,2.909341,0.464570,0.443819,0.466423,0.523306,0.421212
9.100000,2.442530,2.916627,2.902657,2.924443,0.474097,0.460127,0.481913,0.521874,0.423827
9.110000,2.442142,2.909557,2.907096,2.926650,0.467415,0.464954,0.484508,0.521688,0.421206
9.120000,2.441752,2.903487,2.906283,2.924159,0.461734,0.464531,0.482407,0.521952,0.416795
9.130000,2.441358,2.928979,2.918620,2.936690,0.487621,0.477262,0.495332,0.520766,0.417527
9.140000,2.440961,2.906184,2.913401,2.932741,0.465223,0.472440,0.491780,0.521182,0.418801
9.150000,2.440561,2.957668,2.936526,2.955785,0.517107,0.495966,0.515225,0.518995,0.423642
9.160000,2.440157,2.904303,2.921428,2.939626,0.464146,0.481271,0.499469,0.520597,0.420027
9.170000,2.439751,2.921600,2.922510,2.940965,0.481848,0.482758,0.501214,0.520504,0.420288
9.180000,2.439346,2.900809,2.912654,2.930583,0.461463,0.473308,0.491236,0.521537,0.416839
9.190000,2.438941,2.922463,2.918542,2.937638,0.483522,0.479601,0.498697,0.520880,0.419218
9.200000,2.438535,2.907263,2.913889,2.933104,0.468727,0.475354,0.494569,0.521346,0.418758
9.210000,2.438130,2.937034,2.926442,2.945261,0.498904,0.488312,0.507131,0.520201,0.420168
9.220000,2.437726,2.942518,2.935471,2.953245,0.504792,0.497746,0.515519,0.519470,0.419839
9.230000,2.437324,2.931724,2.934596,2.952685,0.494400,0.497272,0.515361,0.519569,0.420627
9.240000,2.436926,2.892630,2.914608,2.934034,0.455704,0.477682,0.497108,0.521407,0.420235
9.250000,2.436532,2.895067,2.905811,2.925815,0.458536,0.469279,0.489283,0.522217,0.419848
9.260000,2.436141,2.913967,2.910851,2.930897,0.477826,0.474711,0.494756,0.521741,0.420770
9.270000,2.435753,2.857345,2.885064,2.906827,0.421592,0.449311,0.471074,0.524062,0.419906
9.280000,2.435370,2.858408,2.872674,2.895277,0.423038,0.437304,0.459906,0.525153,0.419266
9.290000,2.434993,2.904636,2.889579,2.912268,0.469643,0.454586,0.477275,0.523508,0.422442
9.300000,2.434622,2.853908,2.872682,2.897193,0.419286,0.438060,0.462571,0.524935,0.424281
9.310000,2.434258,2.885074,2.879798,2.903154,0.450817,0.445541,0.468896,0.524349,0.424723
9.320000,2.433900,2.937504,2.909576,2.932247,0.503603,0.475676,0.498346,0.521582,0.430092
9.330000,2.433551,2.887758,2.899620,2.922765,0.454207,0.466070,0.489214,0.522488,0.432062
9.340000,2.433208,2.801487,2.851495,2.877809,0.368279,0.418287,0.444601,0.526698,0.431518
9.350000,2.432874,2.955133,2.904206,2.928430,0.522259,0.471332,0.495556,0.521952,0.438452
9.360000,2.432550,2.846176,2.876133,2.901337,0.413626,0.443583,0.468786,0.524468,0.438653
9.370000,2.432237,2.886937,2.882447,2.907068,0.454700,0.450211,0.474832,0.523919,0.440604
9.380000,2.431933,2.994165,2.939223,2.960300,0.562232,0.507290,0.528367,0.519015,0.445359
9.390000,2.431639,2.888122,2.914644,2.935305,0.456483,0.483005,0.503666,0.521352,0.442629
9.400000,2.431353,2.926607,2.921571,2.942218,0.495254,0.490218,0.510865,0.520728,0.444385
9.410000,2.431073,2.879849,2.901660,2.922024,0.448776,0.470587,0.490951,0.522601,0.440735
9.420000,2.430797,2.941284,2.922400,2.942724,0.510487,0.491603,0.511927,0.520691,0.443613
9.430000,2.430527,2.897020,2.910657,2.932256,0.466493,0.480130,0.501729,0.521671,0.445000
9.440000,2.430262,2.912827,2.912676,2.932416,0.482565,0.482414,0.502154,0.521663,0.441883
9.450000,2.430001,2.963975,2.939259,2.957981,0.533973,0.509258,0.527980,0.519315,0.443708
9.460000,2.429746,2.858279,2.899727,2.920062,0.428533,0.469982,0.490316,0.522842,0.440059
9.470000,2.429495,2.935017,2.918289,2.937989,0.505522,0.488795,0.508494,0.521181,0.440779
9.480000,2.429249,2.858018,2.889087,2.909326,0.428769,0.459839,0.480078,0.523837,0.436057
9.490000,2.429007,2.902994,2.896944,2.917937,0.473987,0.467936,0.488930,0.523018,0.437074
9.500000,2.428772,2.914933,2.906847,2.928338,0.486161,0.478075,0.499566,0.522042,0.439509
9.510000,2.428540,2.898407,2.903544,2.925266,0.469866,0.475003,0.496726,0.522323,0.440129
9.520000,2.428313,2.915532,2.910449,2.931787,0.487218,0.482136,0.503474,0.521715,0.441258
9.530000,2.428093,2.887765,2.900024,2.921446,0.459672,0.471931,0.493353,0.522668,0.440231
9.540000,2.427878,2.941876,2.921855,2.943295,0.513998,0.493977,0.515417,0.520644,0.444716
9.550000,2.427668,2.859252,2.891478,2.913730,0.431583,0.463810,0.486062,0.523368,0.442489
9.560000,2.427465,2.928891,2.911077,2.933750,0.501427,0.483612,0.506285,0.521513,0.447468
9.570000,2.427266,2.902951,2.907924,2.928930,0.475684,0.480658,0.501664,0.521952,0.445098
9.580000,2.427074,2.913562,2.911648,2.932408,0.486488,0.484575,0.505335,0.521628,0.445307
9.590000,2.426888,2.926035,2.919749,2.939799,0.499148,0.492862,0.512912,0.520950,0.445315
9.600000,2.426708,2.912142,2.916859,2.936551,0.485434,0.490151,0.509843,0.521251,0.443935
9.610000,2.426535,2.884817,2.901746,2.921836,0.458282,0.475212,0.495301,0.522603,0.441360
9.620000,2.426367,2.854917,2.879223,2.901701,0.428550,0.452856,0.475334,0.524439,0.440961
9.630000,2.426205,2.894106,2.887532,2.910221,0.467901,0.461327,0.484016,0.523621,0.442339
9.640000,2.426048,2.913989,2.901635,2.924780,0.487940,0.475586,0.498732,0.522259,0.446470
9.650000,2.425896,2.908457,2.905932,2.928085,0.482561,0.480036,0.502190,0.521945,0.446984
9.660000,2.425748,2.902840,2.905275,2.927787,0.477091,0.479526,0.502039,0.521961,0.448961
9.670000,2.425607,2.930453,2.918751,2.940142,0.504847,0.493144,0.514535,0.520828,0.450514
9.680000,2.425471,2.877002,2.898775,2.921229,0.451532,0.473304,0.495758,0.522546,0.450478
9.690000,2.425340,2.869711,2.885119,2.908607,0.444370,0.459779,0.483267,0.523669,0.450866
9.700000,2.425217,2.942813,2.914827,2.936679,0.517596,0.489610,0.511463,0.521105,0.453533
9.710000,2.425098,2.993432,2.955018,2.974843,0.568334,0.529921,0.549745,0.517657,0.458384
9.720000,2.424985,2.916642,2.936758,2.956849,0.491657,0.511773,0.531865,0.519311,0.458442
9.730000,2.424877,2.900751,2.919661,2.940725,0.475873,0.494784,0.515848,0.520774,0.458794
9.740000,2.424774,2.959589,2.940513,2.959935,0.534814,0.515739,0.535161,0.519053,0.459663
9.750000,2.424678,2.918170,2.930249,2.950434,0.493493,0.505572,0.525756,0.519921,0.460435
9.760000,2.424588,2.865597,2.898819,2.920445,0.441009,0.474230,0.495856,0.522607,0.458281
9.770000,2.424504,2.970767,2.935655,2.954916,0.546263,0.511151,0.530413,0.519508,0.459092
9.780000,2.424426,2.971168,2.954309,2.972110,0.546742,0.529883,0.547684,0.517976,0.459210
9.790000,2.424355,2.917803,2.936970,2.954618,0.493449,0.512616,0.530263,0.519574,0.455447
9.800000,2.424289,2.896638,2.917699,2.936970,0.472349,0.493410,0.512681,0.521174,0.454043
9.810000,2.424229,2.903670,2.911559,2.932210,0.479442,0.487330,0.507982,0.521593,0.454792
9.820000,2.424174,2.900696,2.906993,2.929154,0.476522,0.482819,0.504980,0.521852,0.457167
9.830000,2.424127,2.889164,2.898938,2.922790,0.465037,0.474811,0.498663,0.522403,0.460431
9.840000,2.424087,2.886316,2.893477,2.916532,0.462229,0.469390,0.492445,0.522934,0.459474
9.850000,2.424056,2.936076,2.915619,2.936726,0.512020,0.491564,0.512670,0.521106,0.459780
9.860000,2.424034,2.942735,2.930040,2.949809,0.518701,0.506007,0.525776,0.519925,0.459813
9.870000,2.424021,2.968315,2.950054,2.968634,0.544294,0.526033,0.544613,0.518241,0.461159
9.880000,2.424017,2.896616,2.924229,2.942174,0.472600,0.500213,0.518157,0.520628,0.455095
9.890000,2.424020,2.895222,2.910592,2.931237,0.471202,0.486572,0.507217,0.521604,0.456645
9.900000,2.424031,2.936652,2.924473,2.945313,0.512620,0.500442,0.521282,0.520322,0.459581
9.910000,2.424051,2.942733,2.934467,2.954839,0.518683,0.510416,0.530788,0.519463,0.461648
9.920000,2.424077,2.884106,2.910158,2.930063,0.460030,0.486081,0.505986,0.521677,0.457090
9.930000,2.424109,2.929800,2.920825,2.941564,0.505691,0.496715,0.517455,0.520624,0.460010
9.940000,2.424147,2.927197,2.924865,2.944964,0.503049,0.500718,0.520817,0.520308,0.459878
9.950000,2.424191,2.896301,2.911440,2.932305,0.472110,0.487249,0.508114,0.521430,0.459338
9.960000,2.424241,2.864681,2.888902,2.910581,0.440440,0.464661,0.486340,0.523348,0.456750
9.970000,2.424299,2.925922,2.908229,2.929942,0.501623,0.483930,0.505643,0.521575,0.459539
9.980000,2.424361,2.886071,2.897986,2.920816,0.461710,0.473625,0.496455,0.522364,0.460810
9.990000,2.424427,2.927775,2.913703,2.935391,0.503348,0.489277,0.510965,0.521035,0.462193
